id,name_en,name_ko,image_url,types,height,weight,abilities,stats_hp,stats_attack,stats_defense,stats_sp_attack,stats_sp_defense,stats_speed,flavor_text,color,generation
89,muk,질뻐기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/89.png,독,1.2,30.0,"악취, 점착, 독수",105,105,75,65,100,50,진흙이 쌓여 악취가 나는 장소를 좋아해서 모여들기 때문에 주변은 더욱 악취가 난다.,purple,1
90,shellder,셀러,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/90.png,물,0.3,4.0,"조가비갑옷, 스킬링크, 방진",30,65,100,45,25,40,단단한 껍데기는 어떤 공격도 튕겨낸다. 껍데기를 벌리고 있을 때 안쪽을 공격당하는 것에는 약하다.,purple,1
91,cloyster,파르셀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/91.png,"물, 얼음",1.5,132.5,"조가비갑옷, 스킬링크, 방진",50,95,180,85,45,70,조수의 흐름이 격한 바다에 서식하고 있는 파르셀의 껍질의 가시는 크고 날카롭다.,purple,1
92,gastly,고오스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/92.png,"고스트, 독",1.3,0.1,부유,30,35,30,100,35,80,가스로 만들어진 몸은 어떠한 크기의 상대라도 둘러싸서 숨을 못 쉬게 한다.,purple,1
93,haunter,고우스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/93.png,"고스트, 독",1.6,0.1,부유,45,50,45,115,55,95,어둠 속에서 아무도 없는데도 누군가가 보고 있다는 느낌이 들면 그곳에 고우스트가 있는 것이다.,purple,1
94,gengar,팬텀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/94.png,"고스트, 독",1.5,40.5,저주받은바디,60,65,60,130,75,110,그림자에 모습을 숨긴다. 팬텀이 숨어 있는 방은 온도가 5도 내려간다고 전해진다.,purple,1
95,onix,롱스톤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png,"바위, 땅",8.8,210.0,"돌머리, 옹골참, 깨어진갑옷",35,45,160,30,45,70,땅속을 엄청난 기세로 뚫고 나아가며 먹이를 찾는다. 지나간 곳은 디그다의 보금자리가 된다.,gray,1
96,drowzee,슬리프,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png,에스퍼,1.0,32.4,"불면, 예지몽, 정신력",60,48,45,43,90,42,잠들게 한 뒤 꿈을 먹지만 나쁜 꿈만 먹고 있으면 배탈이 날 때도 있는 것 같다.,yellow,1
98,krabby,크랩,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png,물,0.4,6.5,"괴력집게, 조가비갑옷, 우격다짐",30,105,90,25,25,50,위험이 닥치면 입에서 뿜어내는 거품으로 전신을 감싸서 몸을 크게 보이려고 한다.,red,1
99,kingler,킹크랩,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png,물,1.3,60.0,"괴력집게, 조가비갑옷, 우격다짐",55,130,115,50,50,75,단단한 집게는 1만 마력의 파워를 지녔지만 너무 커서 움직임이 둔하다.,red,1
100,voltorb,찌리리공,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png,전기,0.5,10.4,"방음, 정전기, 유폭",40,30,50,55,55,100,몬스터볼이 팔리기 시작했을 때와 같은 시기에 발견되었다. 뭔가 관계가 있다고 전해진다.,red,1
101,electrode,붐볼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png,전기,1.2,66.6,"방음, 정전기, 유폭",60,50,70,80,80,150,작은 자극에도 반응해서 폭발한다. 폭탄볼이라 불리며 두려움의 대상이 되고 있다.,red,1
102,exeggcute,아라리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png,"풀, 에스퍼",0.4,2.5,"엽록소, 수확",60,40,80,60,45,40,텔레파시로 대화를 하기 때문에 아라리를 갈라놓으려 해도 바로 모여들어 6마리가 된다.,pink,1
103,exeggutor,나시,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png,"풀, 에스퍼",2.0,120.0,"엽록소, 수확",95,95,85,125,75,55,3개의 머리는 생각하는 것이 각각 다르지만 사이가 좋아서 싸우지 않는 것 같다.,yellow,1
104,cubone,탕구리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png,땅,0.4,6.5,"돌머리, 피뢰침, 전투무장",50,50,95,40,50,35,죽은 어미의 해골을 머리에 쓰고 있다. 외로울 때는 큰 소리로 운다고 한다.,brown,1
105,marowak,텅구리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png,땅,1.0,45.0,"돌머리, 피뢰침, 전투무장",60,80,110,50,80,45,몸집도 작으며 원래는 약했다. 뼈를 쓰기 시작하면서 성격이 흉포해졌다.,brown,1
106,hitmonlee,시라소몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png,격투,1.5,49.8,"유연, 이판사판, 곡예",50,120,53,35,110,87,다리를 자유자재로 늘였다 줄였다 한다. 멀리 떨어져 있을 때도 상대를 차올릴 수 있다.,brown,1
107,hitmonchan,홍수몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png,격투,1.4,50.2,"날카로운눈, 철주먹, 정신력",50,105,79,35,110,76,팔을 비틀며 날리는 펀치는 콘크리트도 부스러뜨린다. 3분 싸우면 잠시 쉰다.,brown,1
108,lickitung,내루미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png,노말,1.2,65.5,"마이페이스, 둔감, 날씨부정",90,55,75,60,75,30,긴 혀는 끈적끈적한 침으로 덮여 있다. 어떤 것이든 달라붙어서 매우 편리하다.,pink,1
109,koffing,또가스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png,독,0.6,1.0,"부유, 화학변화가스, 악취",40,65,95,60,45,35,얇고 풍선 같은 몸에 맹독 가스가 차있다. 가까이 오면 역겨운 냄새가 난다.,purple,1
110,weezing,또도가스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png,독,1.2,9.5,"부유, 화학변화가스, 악취",65,90,120,85,70,60,한쪽이 부풀어 오르면 다른 한쪽은 오그라드는 쌍둥이 또가스. 항상 체내의 독가스를 섞고 있다.,purple,1
111,rhyhorn,뿔카노,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png,"땅, 바위",1.0,115.0,"피뢰침, 돌머리, 이판사판",80,85,95,30,30,25,머리는 나쁘지만 힘이 세서 고층 빌딩도 몸통박치기로 산산조각 낸다.,gray,1
112,rhydon,코뿌리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png,"땅, 바위",1.9,120.0,"피뢰침, 돌머리, 이판사판",105,130,120,45,45,40,전신을 갑옷 같은 피부로 보호하고 있다. 2000도의 마그마 속에서도 살 수 있다.,gray,1
113,chansey,럭키,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png,노말,1.1,34.6,"자연회복, 하늘의은총, 치유의마음",250,5,5,35,105,50,행복을 가져다준다고 전해진다. 상처 입은 사람에게 알을 나눠주는 상냥한 포켓몬이다.,pink,1
114,tangela,덩쿠리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png,풀,1.0,35.0,"엽록소, 리프가드, 재생력",65,55,115,100,40,60,수많은 움직이는 덩굴에 둘러싸여 정체불명이다. 파란 덩굴은 평생 자란다.,blue,1
115,kangaskhan,캥카,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png,노말,2.2,80.0,"일찍기상, 배짱, 정신력",105,95,80,40,80,90,배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.,brown,1
116,horsea,쏘드라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png,물,0.4,8.0,"쓱쓱, 스나이퍼, 습기",30,40,70,70,25,60,수면에서 힘차게 먹물을 발사해서 날고 있는 벌레를 맞춰서 떨어뜨릴 때가 있다고 한다.,blue,1
117,seadra,시드라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png,물,1.2,25.0,"독가시, 스나이퍼, 습기",55,65,95,95,45,85,섣불리 만지려고 하면 몸 전체에서 돋아나는 가시에 찔려 기절할 수도 있다.,blue,1
118,goldeen,콘치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png,물,0.6,15.0,"쓱쓱, 수의베일, 피뢰침",45,67,60,35,50,63,5노트의 스피드로 헤엄친다. 몸에 위험을 느끼면 날카로운 뿔로 반격한다.,red,1
119,seaking,왕콘치,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png,물,1.3,39.0,"쓱쓱, 수의베일, 피뢰침",80,92,65,65,80,68,가을이 오면 산란을 위해 힘차게 강물을 거슬러 올라가며 헤엄치는 모습을 볼 수 있다.,red,1
120,staryu,별가사리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png,물,0.8,34.5,"발광, 자연회복, 애널라이즈",30,45,55,70,55,85,몸의 중심에서 빛나는 핵이 있는 한 몸이 찢겨나가도 재생할 수 있다.,brown,1
121,starmie,아쿠스타,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png,"물, 에스퍼",1.1,80.0,"발광, 자연회복, 애널라이즈",60,75,85,100,85,115,코어라고 불리는 중심 부분은 일곱 빛깔로 빛난다. 이것을 보석으로 삼는 사람도 있다고 한다.,purple,1
122,mr-mime,마임맨,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png,"에스퍼, 페어리",1.3,54.5,"방음, 필터, 테크니션",40,45,65,100,120,90,손가락 끝에서 내는 파동이 공기를 굳혀서 벽을 만든다. 격렬한 공격도 튕겨 낸다.,pink,1
123,scyther,스라크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png,"벌레, 비행",1.5,56.0,"벌레의알림, 테크니션, 불굴의마음",70,110,80,55,80,105,풀숲에서 갑자기 튀어나와 예리한 낫으로 베어 가르는 모습은 마치 닌자 같다.,green,1
124,jynx,루주라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png,"얼음, 에스퍼",1.4,40.6,"둔감, 예지몽, 건조피부",65,50,35,115,95,95,허리를 흔드는 듯이 걷고 있다. 방심하면 엉겁결에 따라서 춤춰버린다고 한다.,red,1
125,electabuzz,에레브,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png,전기,1.1,30.0,"정전기, 의기양양",65,83,57,95,85,105,몸의 표면에는 전기가 흐르고 있다. 주변이 어두우면 전신이 푸르스름하게 빛난다.,yellow,1
126,magmar,마그마,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png,불꽃,1.3,44.5,"불꽃몸, 의기양양",65,95,57,100,85,93,화산의 분화구 근처에서 발견되었다. 입에서 불꽃을 뿜어낸다. 체온은 1200도나 된다.,red,1
127,pinsir,쁘사이저,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png,벌레,1.5,55.0,"괴력집게, 틀깨기, 자기과신",65,125,100,55,70,85,2개의 뿔 사이에 먹이를 끼우고 조각날 때까지 놓지 않는다. 조각나지 않으면 저편으로 세게 내던진다.,brown,1
128,tauros,켄타로스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png,노말,1.4,88.4,"위협, 분노의경혈, 우격다짐",75,100,95,40,70,110,3개의 꼬리로 자신을 때려서 투지가 끓어오르면 전속력으로 돌진해온다.,brown,1
129,magikarp,잉어킹,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png,물,0.9,10.0,"쓱쓱, 주눅",20,10,55,15,20,80,힘도 스피드도 거의 없다. 세상에서 가장 약하고 한심한 포켓몬이다.,red,1
130,gyarados,갸라도스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png,"물, 비행",6.5,235.0,"위협, 자기과신",95,125,79,60,100,81,분쟁이 일어난 마을을 다 태워버렸다는 기록이 고문서에 남아 있다.,blue,1
131,lapras,라프라스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png,"물, 얼음",2.5,220.0,"저수, 조가비갑옷, 촉촉바디",130,85,80,85,95,60,부드러운 마음의 소유자다. 좀처럼 다투지 않아 많이 잡혔기 때문에 수가 줄었다.,blue,1
132,ditto,메타몽,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png,노말,0.3,4.0,"유연, 괴짜",48,48,48,48,48,48,전신의 세포를 재구성해서 본 것의 모양과 똑 닮게 변신하는 능력을 가지고 있다.,purple,1
133,eevee,이브이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png,노말,0.3,6.5,"도주, 적응력, 위험예지",55,55,50,45,65,55,진화할 때 모습과 능력이 바뀜으로써 혹독한 환경에 적응하는 희귀한 포켓몬이다.,brown,1
134,vaporeon,샤미드,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png,물,1.0,29.0,"저수, 촉촉바디",130,65,60,110,95,65,아름다운 물가를 좋아한다. 세포가 물의 분자구조와 닮아서 물에 녹는 것도 가능하다.,blue,1
135,jolteon,쥬피썬더,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png,전기,0.8,24.5,"축전, 속보",65,65,60,110,95,130,체내에 전기가 모이면 전신의 털이 모두 날카롭게 곤두서기 시작한다.,yellow,1
136,flareon,부스터,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png,불꽃,0.9,25.0,"타오르는불꽃, 근성",65,130,60,95,110,65,체내에 불꽃 주머니를 가지고 있다. 싸움이 시작되기 직전에는 체온이 900도까지 올라간다.,red,1
137,porygon,폴리곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png,노말,0.8,36.5,"트레이스, 다운로드, 애널라이즈",65,60,70,85,75,40,연구 끝에 태어난 인공 포켓몬이다. 기본적인 동작만 프로그램되어 있다.,pink,1
138,omanyte,암나이트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png,"바위, 물",0.4,7.5,"쓱쓱, 조가비갑옷, 깨어진갑옷",35,40,100,90,55,35,먼 옛날 바다에서 살고 있던 고대 포켓몬. 10개의 다리를 구불거리며 헤엄친다.,blue,1
139,omastar,암스타,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png,"바위, 물",1.0,35.0,"쓱쓱, 조가비갑옷, 깨어진갑옷",70,60,125,115,70,55,촉수가 팔다리처럼 발달해 있다. 달라붙자마자 문다.,blue,1
140,kabuto,투구,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png,"바위, 물",0.5,11.5,"쓱쓱, 전투무장, 깨어진갑옷",30,80,90,55,45,55,3억 년 전에 모래 해변에서 살고 있었던 것으로 추측된다. 단단한 껍질이 몸을 보호한다.,brown,1
141,kabutops,투구푸스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png,"바위, 물",1.3,40.5,"쓱쓱, 전투무장, 깨어진갑옷",60,115,105,65,70,80,수중을 이동할 때 손발을 작게 접고 등껍질을 구부려 빠르게 헤엄친다.,brown,1
142,aerodactyl,프테라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png,"바위, 비행",1.8,59.0,"돌머리, 프레셔, 긴장감",80,105,65,60,75,130,호박에 남아 있던 공룡의 유전자에서 부활시켰다. 높은 소리로 울며 난다.,purple,1
143,snorlax,잠만보,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png,노말,2.1,460.0,"면역, 두꺼운지방, 먹보",160,110,65,65,110,30,하루에 먹을 것을 400kg 먹지 않으면 성에 차지 않는다. 다 먹으면 잠이 들어 버린다.,black,1
144,articuno,프리져,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png,"얼음, 비행",1.7,55.4,"프레셔, 눈숨기",90,85,100,95,125,85,전설의 새포켓몬이다. 공기 중의 수분을 얼려 눈보라를 만들어 낼 수 있다.,blue,1
145,zapdos,썬더,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png,"전기, 비행",1.6,52.6,"프레셔, 정전기",90,90,85,125,90,100,구름 위에서 거대한 번개를 내리치며 나타난다. 전설의 새포켓몬이다.,yellow,1
